Name | Torrent | Magnet | Size | Date | Up | Donw | Overall
[Ohys-Raws] Mahou Shoujo Tokushusen Asuka (TBS 1280x720 x264 AAC)|https://nyaa.si/download/1130867.torrent| magnet:?xt=urn:btih:ce24f3f9e89bddf369dc7dcddd691ba1e42401ec&amp;dn=%5BOhys-Raws%5D%20Mahou%20Shoujo%20Tokushusen%20Asuka%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.9 GiB | 2019-03-29 18:05 | 2 | 0 | 5078
[Ohys-Raws] Itou Junji Collection (WOWOW 1280x720 x264 AAC)|https://nyaa.si/download/1018546.torrent| magnet:?xt=urn:btih:14dce02f8915f20df81097324239865e62b9073a&amp;dn=%5BOhys-Raws%5D%20Itou%20Junji%20Collection%20%28WOWOW%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.5 GiB | 2018-03-23 14:27 | 7 | 1 | 5077
[Ohys-Raws] Ballroom e Youkoso (MBS 1280x720 x264 AAC)|https://nyaa.si/download/988176.torrent| magnet:?xt=urn:btih:92827bc260bda12a3240780a11a6ab85a93d5c7a&amp;dn=%5BOhys-Raws%5D%20Ballroom%20e%20Youkoso%20%28MBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 8.0 GiB | 2017-12-16 18:02 | 2 | 1 | 5074
[Ohys-Raws] Saiki Kusuo no Sainan 2 (TX 1280x720 x264 AAC)|https://nyaa.si/download/1051051.torrent| magnet:?xt=urn:btih:087b1e57a5246ac12a4f42ad071dc618ab1b13fa&amp;dn=%5BOhys-Raws%5D%20Saiki%20Kusuo%20no%20Sainan%202%20%28TX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 8.5 GiB | 2018-06-26 17:58 | 8 | 3 | 5029
[Ohys-Raws] Brave Witches (BD 1280x720 x264 AAC)|https://nyaa.si/download/958791.torrent| magnet:?xt=urn:btih:494a313badf8894625186c7af6cdcd00f281accf&amp;dn=%5BOhys-Raws%5D%20Brave%20Witches%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.6 GiB | 2017-09-13 10:19 | 2 | 1 | 5021
[Ohys-Raws] Konoyo no Hate de Koi o Utau Shoujo Yu-no (AT-X 1280x720 x264 AAC)|https://nyaa.si/download/1180454.torrent| magnet:?xt=urn:btih:be224007217b4cb994126bdecd72f2e7b74d8171&amp;dn=%5BOhys-Raws%5D%20Konoyo%20no%20Hate%20de%20Koi%20o%20Utau%20Shoujo%20Yu-no%20%28AT-X%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 8.3 GiB | 2019-10-01 16:37 | 5 | 4 | 4995
[Ohys-Raws] Mahou Tsukai no Yome Hoshi Matsu Hito (BD 1280x720 x264 AAC)|https://nyaa.si/download/1072010.torrent| magnet:?xt=urn:btih:5f6d7fcbfb214f46579d26aef05f85fe7ec4b51f&amp;dn=%5BOhys-Raws%5D%20Mahou%20Tsukai%20no%20Yome%20Hoshi%20Matsu%20Hito%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 880.8 MiB | 2018-09-02 05:42 | 3 | 1 | 4994
[Ohys-Raws] Ushio to Tora (BD 1280x720 x264 AAC)|https://nyaa.si/download/964949.torrent| magnet:?xt=urn:btih:d5dea5271a1145c92c05a650a5338b66c39baeba&amp;dn=%5BOhys-Raws%5D%20Ushio%20to%20Tora%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 14.3 GiB | 2017-10-03 04:01 | 4 | 1 | 4971
[Ohys-Raws] Harukana Receive (AT-X 1280x720 x264 AAC)|https://nyaa.si/download/1077313.torrent| magnet:?xt=urn:btih:65f7ea1fb49a98f0c685298a5e7d739b01e09fe6&amp;dn=%5BOhys-Raws%5D%20Harukana%20Receive%20%28AT-X%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.4 GiB | 2018-09-21 12:36 | 1 | 2 | 4970
[Ohys-Raws] Kono Subarashii Sekai ni Shukufuku o! (BD 1280x720 x264 AAC)|https://nyaa.si/download/848268.torrent| magnet:?xt=urn:btih:37565f7204463aecc6162713ed4d8c43614f1634&amp;dn=%5BOhys-Raws%5D%20Kono%20Subarashii%20Sekai%20ni%20Shukufuku%20o%21%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.9 GiB | 2016-09-09 07:09 | 9 | 7 | 4967
[Ohys-Raws] Uma Musume Pretty Derby (BS11 1280x720 x264 AAC)|https://nyaa.si/download/1048199.torrent| magnet:?xt=urn:btih:04bcd79e814e49ad954d01b0b286449a514fd85d&amp;dn=%5BOhys-Raws%5D%20Uma%20Musume%20Pretty%20Derby%20%28BS11%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.4 GiB | 2018-06-17 15:41 | 2 | 0 | 4940
[Ohys-Raws] Araburu Kisetsu no Otome-domo yo. (TBS 1280x720 x264 AAC)|https://nyaa.si/download/1177806.torrent| magnet:?xt=urn:btih:203791440aed5c6dcda8876e40e5aad5a8715994&amp;dn=%5BOhys-Raws%5D%20Araburu%20Kisetsu%20no%20Otome-domo%20yo.%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.5 GiB | 2019-09-20 18:17 | 7 | 0 | 4939
[Ohys-Raws] Tales of Zestiria - The Cross S2 (BD 1280x720 x264 AAC)|https://nyaa.si/download/961443.torrent| magnet:?xt=urn:btih:b5c30feb8f3759178f1d9a9f3fa2d3bac2b89e55&amp;dn=%5BOhys-Raws%5D%20Tales%20of%20Zestiria%20-%20The%20Cross%20S2%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.5 GiB | 2017-09-22 11:27 | 2 | 3 | 4912
[Ohys-Raws] Fate Extra Last Encore (BD 1280x720 x264 AAC)|https://nyaa.si/download/1122330.torrent| magnet:?xt=urn:btih:9a8de6dd49bca45f82fa5f41432085fe79aa55d8&amp;dn=%5BOhys-Raws%5D%20Fate%20Extra%20Last%20Encore%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 8.9 GiB | 2019-02-27 10:21 | 7 | 4 | 4905
[Ohys-Raws] Centaur no Nayami (MX 1280x720 x264 AAC)|https://nyaa.si/download/962201.torrent| magnet:?xt=urn:btih:fdfcd97dfa74c0d053a24ab4a5fb1696fba0cfc0&amp;dn=%5BOhys-Raws%5D%20Centaur%20no%20Nayami%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.9 GiB | 2017-09-24 13:56 | 2 | 0 | 4872
[Ohys-Raws] Karakuri Circus (MX 1280x720 x264 AAC)|https://nyaa.si/download/1154512.torrent| magnet:?xt=urn:btih:f744a89df12e1aa0f47f124f6196f81d591f4af4&amp;dn=%5BOhys-Raws%5D%20Karakuri%20Circus%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 19.8 GiB | 2019-06-27 16:06 | 6 | 7 | 4866
[Ohys-Raws] Kishibe Rohan wa Ugokanai - 01-04 (BD 1280x720 x264 AAC)|https://nyaa.si/download/1233878.torrent| magnet:?xt=urn:btih:58cb7c63228f8a575711ca4223dafe31528da3c5&amp;dn=%5BOhys-Raws%5D%20Kishibe%20Rohan%20wa%20Ugokanai%20-%2001-04%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 1.6 GiB | 2020-03-31 14:14 | 121 | 24 | 4844
[Ohys-Raws] Happy Sugar Life (TBS 1280x720 x264 AAC)|https://nyaa.si/download/1079344.torrent| magnet:?xt=urn:btih:34adfe6c74f42240cbeb08a3e3205a0241f44a59&amp;dn=%5BOhys-Raws%5D%20Happy%20Sugar%20Life%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.8 GiB | 2018-09-28 22:28 | 5 | 2 | 4840
[Ohys-Raws] Mahoujin Guru Guru (2017) (TX 1280x720 x264 AAC)|https://nyaa.si/download/989129.torrent| magnet:?xt=urn:btih:47f74af307799df1bd4c58261de6bc3ba6d51230&amp;dn=%5BOhys-Raws%5D%20Mahoujin%20Guru%20Guru%20%282017%29%20%28TX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 10.5 GiB | 2017-12-19 17:42 | 1 | 0 | 4838
[Ohys-Raws] Otome wa Boku ni Koishiteru Futari no Elder The Animation (BD 1280x720 x264 AAC)|https://nyaa.si/download/964363.torrent| magnet:?xt=urn:btih:023433d8de5e50841b062dec3bbe8f99d8a10d73&amp;dn=%5BOhys-Raws%5D%20Otome%20wa%20Boku%20ni%20Koishiteru%20Futari%20no%20Elder%20The%20Animation%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 853.4 MiB | 2017-10-01 12:36 | 1 | 0 | 4823
[Ohys-Raws] 18if (MX 1280x720 x264 AAC)|https://nyaa.si/download/963762.torrent| magnet:?xt=urn:btih:95506746b2f4d05a6ffb96b15a994814f6fade91&amp;dn=%5BOhys-Raws%5D%2018if%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 4.6 GiB | 2017-09-29 16:23 | 2 | 0 | 4820
[Ohys-Raws] Koi wa Ameagari no You ni (BD 1280x720 x264 AAC)|https://nyaa.si/download/1056870.torrent| magnet:?xt=urn:btih:c26caa4fc67b44ed4377533cdb3f4f9bd4382960&amp;dn=%5BOhys-Raws%5D%20Koi%20wa%20Ameagari%20no%20You%20ni%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.8 GiB | 2018-07-15 11:25 | 3 | 1 | 4814
[Ohys-Raws] Boku no Hero Academia (BD 1280x720 x264 AAC)|https://nyaa.si/download/898899.torrent| magnet:?xt=urn:btih:9f4f0e3a5c667f0ca3507f4c4c973fa7262daa90&amp;dn=%5BOhys-Raws%5D%20Boku%20no%20Hero%20Academia%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 6.8 GiB | 2017-02-13 04:27 | 8 | 5 | 4805
[Ohys-Raws] Kyokou Suiri (EX 1280x720 x264 AAC)|https://nyaa.si/download/1233054.torrent| magnet:?xt=urn:btih:e1ca2c426ba13e029e5c064f0c621d3dd1025392&amp;dn=%5BOhys-Raws%5D%20Kyokou%20Suiri%20%28EX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.5 GiB | 2020-03-28 17:06 | 104 | 40 | 4788
[Ohys-Raws] Jikan no Shihaisha (BS11 1280x720 x264 AAC)|https://nyaa.si/download/963751.torrent| magnet:?xt=urn:btih:01ede976c16391a7926d44e492ea433308f77134&amp;dn=%5BOhys-Raws%5D%20Jikan%20no%20Shihaisha%20%28BS11%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.8 GiB | 2017-09-29 16:07 | 0 | 3 | 4786
[Ohys-Raws] Kidou Senshi Gundam - Tekketsu no Orphans 2 (TBS 1280x720 x264 AAC)|https://nyaa.si/download/913458.torrent| magnet:?xt=urn:btih:4fd85c52b2395197685443d1d21e9bcff71ded2b&amp;dn=%5BOhys-Raws%5D%20Kidou%20Senshi%20Gundam%20-%20Tekketsu%20no%20Orphans%202%20%28TBS%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 8.1 GiB | 2017-04-02 04:29 | 7 | 5 | 4786
[Ohys-Raws] Inuyashiki (BD 1280x720 x264 AAC)|https://nyaa.si/download/1069848.torrent| magnet:?xt=urn:btih:9fd5ab826f00b1e4d1f16e83a13a96dc536d8a77&amp;dn=%5BOhys-Raws%5D%20Inuyashiki%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.3 GiB | 2018-08-26 04:47 | 4 | 1 | 4763
[Ohys-Raws] Shoumetsu Toshi (MX 1280x720 x264 AAC)|https://nyaa.si/download/1153448.torrent| magnet:?xt=urn:btih:c63ae38fefcc7b3279a73f5567fabd577d00eb13&amp;dn=%5BOhys-Raws%5D%20Shoumetsu%20Toshi%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.9 GiB | 2019-06-23 15:12 | 4 | 1 | 4755
[Ohys-Raws] 3-gatsu no Lion 2 (NHKG 1280x720 x264 AAC)|https://nyaa.si/download/1021755.torrent| magnet:?xt=urn:btih:ef6e34954d20c38daf55fe642ec5d90b4a976544&amp;dn=%5BOhys-Raws%5D%203-gatsu%20no%20Lion%202%20%28NHKG%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 7.8 GiB | 2018-03-31 16:15 | 2 | 1 | 4743
[Ohys-Raws] Isekai Quartet (MX 1280x720 x264 AAC)|https://nyaa.si/download/1153975.torrent| magnet:?xt=urn:btih:c5110dc6932a61fff7dc2c5a662897be2163dcfc&amp;dn=%5BOhys-Raws%5D%20Isekai%20Quartet%20%28MX%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 2.1 GiB | 2019-06-25 16:23 | 5 | 2 | 4736
[Ohys-Raws] New Game!! (BD 1280x720 x264 AAC)|https://nyaa.si/download/1013415.torrent| magnet:?xt=urn:btih:63aec7c5a380d7d22369980df169d62e3e05722d&amp;dn=%5BOhys-Raws%5D%20New%20Game%21%21%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 3.4 GiB | 2018-03-08 10:53 | 5 | 0 | 4728
[Ohys-Raws] JoJo no Kimyou na Bouken Ougon no Kaze (BS11 1280x720 x264 AAC)|https://nyaa.si/download/1162698.torrent| magnet:?xt=urn:btih:9268a29dccbbc044dc84b84d19f1f94ca93d5ed1&amp;dn=%5BOhys-Raws%5D%20JoJo%20no%20Kimyou%20na%20Bouken%20Ougon%20no%20Kaze%20%28BS11%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 20.3 GiB | 2019-07-28 12:10 | 10 | 1 | 4709
[Ohys-Raws] Toji no Miko (AT-X 1280x720 x264 AAC)|https://nyaa.si/download/1049541.torrent| magnet:?xt=urn:btih:a35b57cbc721598bb89e39997a765440135cf944&amp;dn=%5BOhys-Raws%5D%20Toji%20no%20Miko%20%28AT-X%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 7.7 GiB | 2018-06-22 13:11 | 3 | 0 | 4704
[Ohys-Raws] Qualidea Code (BD 1280x720 x264 AAC)|https://nyaa.si/download/931134.torrent| magnet:?xt=urn:btih:ce149907671aa43465c85db7a24fec2f32b0ba01&amp;dn=%5BOhys-Raws%5D%20Qualidea%20Code%20%28BD%201280x720%20x264%20AAC%29&amp;tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&amp;tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&amp;tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&amp;tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce | 5.4 GiB | 2017-06-16 11:26 | 4 | 0 | 4699
